ACCIDENT_NUMBER,EVENT_DATE,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
ERA12FA526,8/26/2012,DAYTON, VA,38.421111,-79.121111,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,B24R,1,0,0
WPR14LA222,6/3/2014,DAYTON, NV,39.238611,-119.631111,FATAL(1),DESTROYED,AIRPLANE,PHILLIPS,BD 4,1,0,0
ERA18FA152,5/22/2018,DAYTONA BEACH, FL,29.085,-81.041666,FATAL(1),DESTROYED,AIRPLANE,CESSNA,140,1,1,0
ERA18LA184,7/5/2018,DAYTONA BEACH, FL,29.079723,-81.048333,FATAL(1),DESTROYED,AIRPLANE,SWEARINGEN,SX300,1,1,0
CEN19FA248,8/4/2019,DE QUEEN, AR,34.039444,-94.423889,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,310,1,1,0
CEN11FA285,4/15/2011,DE QUEEN, AR,34.046944,-94.399444,FATAL(1),SUBSTANTIAL,AIRPLANE,HAWKER-BEECHCRAFT,E-55,1,0,0
CEN16FA209,6/7/2016,DE SMET, SD,44.285555,-97.459167,FATAL(1),SUBSTANTIAL,AIRPLANE,PRUSS RICHARD S,KITFOX IV,1,1,0
WPR16FA120,6/6/2016,DE SMET, ID,47.148333,-116.987222,FATAL(1),SUBSTANTIAL,AIRPLANE,ROCKWELL,S2R,1,0,0
CEN16LA007,10/11/2015,DECATUR, TX,33.260278,-97.581389,FATAL(1),SUBSTANTIAL,GLIDER,RICH HARRY A,WOODSTOCK I,1,0,0
CEN11LA090,12/2/2010,DECATUR, IL,39.835277,-88.840277,FATAL(1),SUBSTANTIAL,AIRPLANE,SOUTHERLAND,FREEBIRD LITESPORT U,1,0,0
WPR16FA001,10/2/2015,DEER PARK, WA,47.989722,-117.420834,FATAL(1),DESTROYED,AIRPLANE,JOHNSON,COOT,1,0,0
ERA12FA326,5/9/2012,DEFUNIAK SPRINGS, FL,30.731111,-86.153611,FATAL(1),SUBSTANTIAL,AIRPLANE,GUTIERREZ PABLINO,HUMMEL BIRD,1,0,0
CEN20LA357,8/21/2020,DEL, AR,35.5114,-90.0214,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT802,1,0,0
CEN11FA422,6/27/2011,DEL VALLE, TX,34.501944,-97.560556,FATAL(1),SUBSTANTIAL,HELICOPTER,ROBINSON,R22 BETA,1,0,0
WPR13FA080,1/2/2013,DELANO, CA,35.726945,-119.1625,FATAL(1),DESTROYED,HELICOPTER,BELL,206,1,0,0
CEN10LA470,7/28/2010,DELAWARE, OH,40.277223,-83.093611,FATAL(1),SUBSTANTIAL,AIRPLANE,AERO SP Z O O,AT-4 LSA,1,0,0
CEN14FA071,11/29/2013,DELTA, CO,38.811944,108.030834,FATAL(1),DESTROYED,AIRPLANE,CESSNA,182E,1,0,0
ANC11FA065,7/17/2011,DELTA, AK,64.030834,-145.586944,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-12,1,0,0
ANC12FA084,8/7/2012,DELTA JUNCTION, AK,64.442222,-144.884722,FATAL(1),SUBSTANTIAL,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER,600N,1,0,0
ERA21LA053,11/24/2020,DELTAVILLE, VA,37.57311,-76.35699,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,V35,1,0,0
CEN13LA179,2/27/2013,DEMING, NM,32.4375,-107.623889,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,150M,1,0,0
CEN14FA198,4/12/2014,DENTON, TX,33.416389,-97.446944,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,C24,1,2,0
CEN12LA109,12/20/2011,DENTON, TX,33.215,-97.203611,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172R,1,2,0
CEN10LA409,7/18/2010,DENTON, TX,33.194722,-97.198055,FATAL(1),SUBSTANTIAL,AIRPLANE,DAVIS JOHN,TR-4,1,1,0
ERA16FA279,8/2/2016,DESTIN, FL,30.373889,-86.470834,FATAL(1),DESTROYED,AIRPLANE,CESSNA,414,1,0,0
WPR13FA411,9/16/2013,DETROIT, OR,44.705833,-122.110833,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,UH 1B,1,0,0
CEN16LA236,6/27/2016,DETROIT, MI,42.389166,-83.004167,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,150L,1,0,1
CEN10LA236,5/3/2010,DEWITT, AR,34.219167,-91.313889,FATAL(1),SUBSTANTIAL,AIRPLANE,AERO COMMANDER,S2R,1,0,0
CEN18LA123,3/22/2018,DEWITT, MI,42.887222,-84.72,FATAL(1),SUBSTANTIAL,AIRPLANE,MILLS MICHAEL,S1L,1,0,0
WPR19FA083,2/8/2019,DIABLO, CA,37.871945,-121.924445,FATAL(1),DESTROYED,AIRPLANE,MOONEY,M20F,1,0,0
ERA18FA174,6/22/2018,DIAMONDHEAD, MS,30.369167,-89.390555,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172,1,0,0
CEN17FA209,6/3/2017,DIMMITT, TX,34.420556,-102.512222,FATAL(1),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER COMPANY,R44 II,1,0,0
ERA12FA017,10/8/2011,DIXIE, GA,30.784444,-83.637222,FATAL(1),SUBSTANTIAL,AIRPLANE,LUSCOMBE,8A,1,1,0
WPR10FA295,6/16/2010,DONNELLY, ID,44.762222,-116.185,FATAL(1),SUBSTANTIAL,HELICOPTER,KAMAN AEROSPACE CORP,K-1200,1,0,0
CEN13FA415,7/16/2013,DOVE CREEK, CO,37.756111,-108.773056,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,UH-1H,1,0,0
ERA13LA111,1/13/2013,DOVER, DE,39.1725,-75.490277,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-28R-200,1,0,0
ERA13LA263,6/1/2013,DOYLESTOWN, PA,40.330834,-75.135277,FATAL(1),SUBSTANTIAL,AIRPLANE,WILSON WILLIAM M,CRICKET MC12,1,0,0
ERA11LA424,7/26/2011,DREW, MS,33.806111,-90.407778,FATAL(1),SUBSTANTIAL,AIRPLANE,AIR TRACTOR INC,AT-602,1,0,0
CEN17FA035,11/5/2016,DUBOIS, WY,43.553611,-109.708611,FATAL(1),DESTROYED,AIRPLANE,STAMPER,RV-10,1,0,0
CEN15FA008,10/13/2014,DUBUQUE, IA,42.421389,-90.729445,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA46,1,0,0
CEN11FA469,7/9/2011,DUDLEY, MO,36.780834,-90.103056,FATAL(1),SUBSTANTIAL,AIRPLANE,BOWIE RICHARD,SONERAI II,1,0,0
CEN14FA278,6/7/2014,DULUTH, MN,46.882223,-91.918889,FATAL(1),SUBSTANTIAL,AIRPLANE,HERMANN BJORN,LANCAIR IV,1,0,0
CEN12FAMS1,6/8/2012,DULUTH, MN,47.057222,-91.596666,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-31-325,1,0,0
ERA11FA095,12/22/2010,DUNDEE, NY,42.521111,-77.035555,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20R,1,0,0
CEN21LA044,11/8/2020,DUNN CENTER, ND,47.227222,-102.51666,FATAL,DESTROYED,AIRPLANE,PIPER,PA-22-135,1,0,0
ERA20LA271,8/1/2020,DUNNELLON, FL,29.061388,-82.397224,FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN AVIATION,AA 5,1,0,0
ERA21FA029,10/25/2020,DUNNELLON, FL,29.083241,-82.361285,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,1,0,0
ERA17LA018,10/14/2016,DUNNELLON, FL,29.061667,-82.376667,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,208,1,0,10
ERA14FA464,4/5/2014,DUNNELLON, FL,29.030834,-82.387777,FATAL(1),SUBSTANTIAL,AIRPLANE,FORTUNA DAVE,SONEX,1,0,0
CEN11FA465,7/8/2011,DURANGO, CO,37.5025,-107.814167,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPISTREL,TAURUS,1,0,0
CEN20LA271,7/10/2020,DUSTIN, OK,35.154167,-95.987777,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T188,1,0,0
CEN15FA257,6/5/2015,EAGLE, CO,39.641389,-106.904167,FATAL(1),SUBSTANTIAL,AIRPLANE,MORSE FRANK L,REBEL,1,1,0
CEN19FA140,5/11/2019,EAGLE LAKE, TX,29.516111,-96.397777,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR,AT502,1,0,0
ERA17FA011,10/11/2016,EAST HARTFORD, CT,41.736666,-72.649444,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 34-200,1,1,0
ERA17FA112,2/22/2017,EAST HAVEN, CT,41.253611,-72.885555,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA38,1,1,0
ERA14FA292,6/17/2014,EAST PATCHOGUE, NY,40.788889,-72.9725,FATAL(1),DESTROYED,AIRPLANE,COLUMBIA AIRCRAFT MFG,LC41 550FG,1,0,0
WPR12LA259,6/12/2012,EAST WENATCHEE, WA,47.409167,-120.249722,FATAL(1),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER COMPANY,R44 II,1,1,0
CEN13LA256,5/5/2013,EASTON, MN,43.718611,-93.901111,FATAL(1),SUBSTANTIAL,AIRPLANE,ESKILDSEN,STEEN SKYBOLT,1,0,0
CEN11LA012,10/8/2010,EASTON, KS,39.344444,-95.116389,FATAL(1),SUBSTANTIAL,AIRPLANE,NEWMANN EDWARD W,CHALLENGER II,1,1,0
CEN18FA003,10/4/2017,EDEN PRAIRIE, MN,44.855833,-93.483889,FATAL(1),DESTROYED,AIRPLANE,SCHAFFER,FISHER HORIZON 2,1,0,0
ERA10LA302,6/7/2010,EDENTON, NC,36.027778,-76.566945,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,60,1,1,0
ERA10FA154,2/27/2010,EDGEWATER, MD,38.9425,-76.556111,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,P35,1,0,0
ERA13LA434,9/29/2013,EDINBURG, NY,43.217778,-74.116111,FATAL(1),DESTROYED,AIRPLANE,TIMOTHY J COWPER,PITTS SPECIAL S-1E,1,0,0
CEN15FA374,8/23/2015,EL DORADO, AR,33.220834,-92.813333,FATAL(1),DESTROYED,AIRPLANE,BEECH,35 B33,1,0,0
CEN10LA497,8/19/2010,EL DORADO, AR,33.219167,-92.807778,FATAL(1),SUBSTANTIAL,AIRPLANE,MILLER CHARLES W,VANS RV-7A,1,0,0
WPR10LA462,9/20/2010,EL MIRAGE, CA,34.630278,-117.619445,FATAL(1),SUBSTANTIAL,,COSMOS,PHASE II,1,0,0
WPR17FA152,7/14/2017,EL MONTE, CA,34.086111,-118.034722,FATAL(1),SUBSTANTIAL,AIRPLANE,JANSEN,PAZMANY PL 2,1,0,0
CEN12LA605,9/1/2012,EL PASO, TX,31.718611,-106.235277,FATAL(1),SUBSTANTIAL,GLIDER,BURKHART GROB,G 103 TWIN II,1,0,0
CEN15FA174,3/17/2015,EL PASO, TX,31.951944,-105.972778,FATAL(1),DESTROYED,AIRPLANE,CESSNA,182Q,1,0,0
WPR15GA005,10/7/2014,EL PORTAL, CA,37.69,-119.736666,FATAL(1),DESTROYED,AIRPLANE,MARSH AVIATION,S 2F3AT,1,0,0
CEN18FA201,5/30/2018,EL RENO, OK,35.611667,-97.873334,FATAL(1),DESTROYED,AIRPLANE,AYRES CORPORATION,S2R,1,0,0
CEN18FA035,11/20/2017,ELECTRA, TX,34.0025,-98.900833,FATAL(1),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER,R22 BETA,1,0,0
WPR14FA209,5/24/2014,ELECTRIC CITY, WA,47.872778,-119.116945,FATAL(1),SUBSTANTIAL,AIRPLANE,KENNETH A BERGER,SEAREY LSX,1,0,0
CEN11FA312,5/1/2011,ELEPHANT BUTTE, NM,33.233889,-107.243889,FATAL(1),DESTROYED,AIRPLANE,COMBS EARL W,KITFOX SPEEDSTER,1,0,0
ERA11FA210,3/25/2011,ELGIN, SC,34.143889,-80.762222,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-20,1,0,0
CEN11FA300,4/21/2011,ELK CITY, OK,35.5,-99.45,FATAL(1),SUBSTANTIAL,AIRPLANE,DAHLMAN-DOWER,TAILWIND W-8,1,0,0
CEN10LA526,9/8/2010,ELKHART, IN,41.707778,-85.999722,FATAL(1),SUBSTANTIAL,AIRPLANE,THOMPSON,KOLB TWINSTAR MARK,1,0,0
ERA14LA057,11/30/2013,ELKMONT, AL,34.926111,-86.970278,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA-28-161,1,0,0
WPR18FA073,1/11/2018,ELKO, NV,40.231389,-115.533334,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 23-250,1,0,0
WPR19LA066,1/17/2019,ELLENSBURG, WA,46.947222,-120.512778,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA23,1,0,0
ERA14LA346,7/20/2014,ELLIOTT KEY, FL,25.438055,-80.2,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172N,1,0,0
CEN14LA376,7/17/2014,ELLIS, KS,39.023889,-99.457222,FATAL(1),SUBSTANTIAL,AIRPLANE,AIR TRACTOR INC,AT 401B,1,0,0
CEN16FA130,3/20/2016,ELLSWORTH, NE,42.173056,-102.209167,FATAL(1),DESTROYED,AIRPLANE,AERONCA,7AC,1,0,0
CEN20LA354,8/20/2020,ELY, MN,47.894165,-91.771385,FATAL,DESTROYED,AIRPLANE,LANCAIR,LANCAIR SUPER ES,1,0,0
WPR20LA216,7/11/2020,ELY, NV,39.2975,-114.748054,FATAL,DESTROYED,GLIDER,SCHLEICHER,ASW27,1,0,0
CEN19FA191,6/30/2019,ELYRIA, OH,41.329723,-82.107778,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,J3C,1,0,0
WPR20LA315,9/23/2020,EMMETT, ID,43.843334,-116.41166,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR,AT-802A,1,0,0
CEN11LA086,11/30/2010,EMORY, TX,32.912778,-95.7425,FATAL(1),DESTROYED,AIRPLANE,MAULE,M-5-180C,1,0,0
ERA19FA196,6/17/2019,ENDICOTT, NY,42.084444,-76.094444,FATAL(1),SUBSTANTIAL,AIRPLANE,TRELLA,T-21,1,0,0
CEN15FA090,12/30/2014,ENGLEWOOD, CO,39.595277,-104.826111,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,404,1,0,0
CEN18FA232,6/19/2018,ENID, OK,36.4725,-97.940277,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR INC,AT 502B,1,0,0
WPR20LA245,7/30/2020,ENNIS, MT,45.389999,-111.558052,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,337,1,2,0
WPR11FA047,11/14/2010,ENTERPRISE, OR,45.236944,-118.301111,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,C35,1,0,0
WPR17FA107,5/26/2017,EPHRATA, WA,47.329167,-119.709722,FATAL(1),SUBSTANTIAL,GLIDER,SCHLEICHER,ASW 28 18E,1,0,0
CEN17FA075,1/12/2017,ERA, TX,33.516111,-97.26,FATAL(1),SUBSTANTIAL,AIRPLANE,FIELDS,STEEN SKYBOLT,1,0,0
CEN11FA346,5/22/2011,ERIE, CO,40.016389,-105.054167,FATAL(1),SUBSTANTIAL,AIRPLANE,HANSEN IB C,CASSUTT III M,1,0,0
ERA13FA026,10/17/2012,ERWINNA, PA,40.528334,-75.074723,FATAL(1),SUBSTANTIAL,HELICOPTER,AEROSPATIALE,AS 355,1,0,0
CEN15FA171,3/12/2015,EUFAULA, OK,35.366667,-95.8,FATAL(1),DESTROYED,HELICOPTER,EUROCOPTER,AS 350 B2,1,2,0
WPR13GA128,2/18/2013,EUREKA, NV,39.481389,-115.839166,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,206B,1,0,0
CEN19LA316,9/12/2019,EUSTACE, TX,32.276667,-96.006667,FATAL(1),SUBSTANTIAL,POWERED PARACHUTE,INFINITY POWER PARACHUTES,IPP2,1,0,0
ERA18LA089,2/25/2018,EUSTIS, FL,28.843333,-81.63,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,AIRBORNE WINDSPORTS PTY LTD,EDGE XT 912 L,1,0,0
CEN20FA038,12/21/2019,EVANSVILLE, IN,38.095833,-87.540555,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,0,0
WPR15FA181,6/10/2015,EVERETT, WA,47.891389,-122.284166,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,F35,1,1,0
ERA12FA271,4/6/2012,EVERGLADES CITY, FL,25.852778,-81.390277,FATAL(1),SUBSTANTIAL,AIRPLANE,WEJEBE JOSE,CA8 -SF,1,0,0
ERA12FA002,10/2/2011,EWELL, MD,37.954722,-76.090833,FATAL(1),SUBSTANTIAL,AIRPLANE,TEMCO,GC-1B,1,1,0
ANC17FA009,12/7/2016,FAIRBANKS, AK,64.541944,-147.757778,FATAL(1),SUBSTANTIAL,AIRPLANE,BELLANCA,7GCBC,1,0,0
ANC14FA002,10/17/2013,FAIRBANKS, AK,64.796111,-147.880834,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172C,1,2,0
WPR14FA182,5/4/2014,FAIRFIELD, CA,38.264444,-121.924167,FATAL(1),DESTROYED,AIRPLANE,BOEING,E75,1,0,0
CEN14LA305,6/22/2014,FAIRFIELD, IA,41.055833,-91.980834,FATAL(1),DESTROYED,AIRPLANE,BOLLINGER ROBERT L,BD 4,1,0,0
WPR18FA186,6/28/2018,FAIRFIELD, UT,40.218334,-111.931389,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,320,1,0,0
WPR14FA286,7/8/2014,FALL CITY, WA,47.558611,-121.878056,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,182,1,0,0
WPR16FA091,4/2/2016,FALLBROOK, CA,33.338611,-117.158611,FATAL(1),SUBSTANTIAL,AIRPLANE,NOKES MATTHEW,LANCAIR IV P,1,5,0
DCA12PA049,3/6/2012,FALLON, NV,39.417778,-118.698611,FATAL(1),DESTROYED,AIRPLANE,ISRAEL AIRCRAFT INDUSTRIES,F21-C2,1,0,0
ERA11FA512,9/30/2011,FALLS OF ROUGH, KY,37.006944,-85.902778,FATAL(1),SUBSTANTIAL,AIRPLANE,HERONIMUS KEVIN A,GLASAIR III,1,0,0
ERA12FA540,9/1/2012,FALMOUTH, MA,41.584722,-70.542777,FATAL(1),SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22,1,2,0
ERA19FA003,10/6/2018,FANCY GAP, VA,36.638055,-80.707222,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,J3C,1,0,0
CEN17FA045,12/1/2016,FARGO, ND,46.920556,-96.815833,FATAL(1),DESTROYED,AIRPLANE,CESSNA,340,1,0,0
CEN11FA420,6/26/2011,FARMDALE, OH,41.439166,-80.691944,FATAL(1),SUBSTANTIAL,AIRPLANE,LUSCOMBE,8A,1,1,0
CEN17FA281,7/23/2017,FARMERVILLE, LA,32.765833,-92.490277,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,150F,1,0,0
ERA11FA021,10/17/2010,FARMINGDALE, NY,40.734444,-73.426389,FATAL(1),SUBSTANTIAL,AIRPLANE,SIAI-MARCHETTI,S.205/22R,1,3,0
WPR19FA103,3/31/2019,FARMINGTON, NM,36.218334,-108.016389,FATAL(1),DESTROYED,AIRPLANE,CIRRUS,SR22,1,0,0
WPR15FA016,10/20/2014,FAWNSKIN, CA,34.258333,-116.940833,FATAL(1),SUBSTANTIAL,AIRPLANE,SONEX,SONEX TRIGEAR,1,0,0
ERA11FA435,8/2/2011,FAYETTEVILLE, TN,35.104722,-86.543055,FATAL(1),SUBSTANTIAL,AIRPLANE,RANS,S18,1,0,0
ERA17FA211,6/25/2017,FEDERALSBURG, MD,38.711667,-75.830556,FATAL(1),SUBSTANTIAL,POWERED PARACHUTE,BUCKEYE POWERED PARACHUTES INC,DREAM MACHINE 582,1,0,0
ERA19FA116,3/5/2019,FELLSMERE, FL,27.715,-80.527223,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,0,0
CEN17FA334,8/31/2017,FISHERS, IN,39.93,-86.040277,FATAL(1),DESTROYED,AIRPLANE,VANS AIRCRAFT INC,RV-12,1,0,0
ERA11LA050,11/6/2010,FITCHBURG, MA,42.548333,-71.750278,FATAL(1),SUBSTANTIAL,AIRPLANE,NORTH AMERICAN/SCHWAMM,AT-6F,1,1,0
ERA12LA231,3/16/2012,FITZGERALD, GA,31.718889,-83.075834,FATAL(1),SUBSTANTIAL,BALLOON,FIREFLY BALLOONS INC,FIREFLY 8,1,0,7
WPR16FA158,8/2/2016,FLAGSTAFF, AZ,35.106389,-111.724167,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 34-200T,1,0,0
ERA20LA330,9/23/2020,FLORAL CITY, FL,28.771699,-82.311861,FATAL,DESTROYED,AIRPLANE,PIPER,PA25,1,0,0
CEN20FA072,2/2/2020,FLORENCE, CO,38.430834,-105.118056,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,2,0
CEN12FA154,2/10/2012,FLORESVILLE, TX,29.15,-98.272778,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,0,0
WPR13FA234,5/16/2013,FLORISTON, CA,39.466111,-120.047777,FATAL(1),DESTROYED,AIRPLANE,CESSNA,421C,1,0,0
CEN20FA034,12/8/2019,FLOWER POT, AZ,34.479445,-111.989166,FATAL(1),DESTROYED,AIRPLANE,MOONEY,M20C,1,0,0
ERA19FA164,5/6/2019,FOLEY, AL,30.432778,-87.702222,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,1,0
CEN16FA290,7/28/2016,FOND DU LAC, WI,43.78,-88.488889,FATAL(1),SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN GMBH,CTLS,1,1,0
CEN21FA024,10/20/2020,FORD HEIGHTS, IL,41.507801,-87.579052,FATAL,SUBSTANTIAL,AIRPLANE,GLASAIR,III,1,0,0
ERA16LA201,5/30/2016,FORDSVILLE, KY,37.672223,-86.636389,FATAL(1),DESTROYED,AIRPLANE,CRIQUET AVIATION BOGOTA COLUMB,STORCH FI-156,1,0,0
CEN10FA119,2/12/2010,FOREST CITY, IA,43.234722,-93.624167,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-31T,1,0,0
WPR19FA091,3/8/2019,FORKS, WA,47.937777,-124.392777,FATAL(1),DESTROYED,HELICOPTER,BELL,UH1B,1,0,0
WPR14FA194,5/17/2014,FORT HUACHUCA, AZ,31.586389,-110.34,FATAL(1),SUBSTANTIAL,AIRPLANE,AERO COMMANDER,500 S,1,1,0
ERA19FA112,3/1/2019,FORT LAUDERDALE, FL,26.166111,-80.101111,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA25,1,0,0
CEN12FA320,5/28/2012,FORT MORGAN, CO,40.333889,-103.8025,FATAL(1),SUBSTANTIAL,AIRPLANE,TACKABURY,AIR-CAM,1,1,0
ERA17FA210,6/24/2017,FORT MYERS, FL,26.578611,-81.852778,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,1,0
ERA15LA149,3/9/2015,FORT MYERS, FL,26.586666,-81.863333,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-24-250,1,1,0
ERA15FA175,4/1/2015,FORT PIERCE, FL,27.497222,-80.338889,FATAL(1),DESTROYED,AIRPLANE,BEDECORP LLC,BD-22,1,0,0
CEN18FA277,7/17/2018,FORT RICE, ND,46.528334,-100.567223,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,152,1,0,0
ERA15FA103,1/16/2015,FORT VALLEY, GA,32.547777,-83.826945,FATAL(1),SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,1,1,0
CEN12FA152,2/8/2012,FRANKSTON, TX,32.0775,-95.436944,FATAL(1),SUBSTANTIAL,AIRPLANE,VARGA AIRCRAFT CORP.,2150A,1,0,0
CEN21FA043B,11/6/2020,FREDERICKSBURG, TX,30.248886,-98.944509,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,M35,1,2,0
CEN21FA043A,11/6/2020,FREDERICKSBURG, TX,30.248886,-98.944509,FATAL,DESTROYED,AIRPLANE,BEECH,J35,1,2,0
CEN19LA055,1/17/2019,FREDERICKSBURG, TX,30.260556,-98.906944,FATAL(1),DESTROYED,AIRPLANE,BEECH,36,1,0,0
ERA13FA330,7/22/2013,FREDERICKSBURG, VA,38.266111,-77.447777,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172M,1,0,0
ERA19FA066,12/14/2018,FREDERICKSBURG, VA,38.259167,-77.444444,FATAL(1),SUBSTANTIAL,AIRPLANE,EIPPER,QUICKSILVER,1,0,0
CEN15FA269,6/14/2015,FREDERICKSBURG, TX,30.234166,-98.9025,FATAL(1),SUBSTANTIAL,AIRPLANE,GRUMMAN AMERICAN AVN. CORP.,AA-5,1,1,0
WPR12LA093,2/5/2012,FRESNO, CA,36.808889,-119.924167,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,0,0
WPR16LA050,1/10/2016,FRESNO, CA,36.732223,-119.820278,FATAL(1),SUBSTANTIAL,AIRPLANE,MOORE,ONEX,1,0,0
CEN10FA230,4/28/2010,FRIENDSWOOD, TX,29.524723,-95.219445,FATAL(1),SUBSTANTIAL,AIRPLANE,BELLANCA,17-30A,1,0,0
CEN15MA290,7/3/2015,FRISCO, CO,39.568611,-106.079445,FATAL(1),DESTROYED,HELICOPTER,AIRBUS HELICOPTERS INC,AS350B3E,1,2,0
ERA20FA097,2/9/2020,FRONT ROYAL, VA,38.55,-78.14,FATAL(1),SUBSTANTIAL,GLIDER,AVIASTROITEL,AC 4C,1,0,0
ERA18FA006,10/7/2017,FRONT ROYAL, VA,38.920278,-78.263056,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 25-235,1,0,0
ERA14LA084,1/1/2014,FRYEBURG, ME,43.988055,-70.941944,FATAL(1),NONE,AIRPLANE,BEECH,A36,1,0,0
CEN10LA339,6/23/2010,FT. LUPTON, CO,40.845833,-104.8125,FATAL(1),SUBSTANTIAL,,AIRBORNE,WINDSPORT EDGE,1,0,0
WPR19FA115,4/18/2019,FULLERTON, CA,33.871389,-117.981389,FATAL(1),DESTROYED,AIRPLANE,BEECH,60,1,0,0
CEN19FA009,10/17/2018,FULTON, MO,38.858889,-91.909444,FATAL(1),DESTROYED,HELICOPTER,ROBINSON,R22,1,0,0
ERA12FA093,12/1/2011,FULTON, NY,43.338055,-76.406944,FATAL(1),SUBSTANTIAL,AIRPLANE,WING JOHN R,WITTMAN TAILWIND,1,0,0
WPR11FA114,1/29/2011,FURNACE CREEK, CA,36.363889,-116.866111,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,0,0
ERA19FA049,11/17/2018,GAINESVILLE, GA,34.278889,-83.825,FATAL(1),SUBSTANTIAL,AIRPLANE,LANCAIR,LEGACY RG,1,1,0
ERA18FA137,4/28/2018,GAINESVILLE, GA,34.25,-83.972778,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA28R,1,2,0
ERA14FA461,9/28/2014,GALLATIN, TN,36.425,-86.484166,FATAL(1),SUBSTANTIAL,HELICOPTER,EAGLE R&D INC,HELICYCLE,1,0,0
